,id,link,type,title,text,area_text,area_name,num_areas,city
385,1718,https://districtr.org/COI/31462,coi,LWVSTL - High Ridge Elementary,"High Ridge Elementary in the Northwest SD has 48% free and reduced lunches. Many families that live in this community will likely need help with healthcare, childcare, and maybe housing.  Accessible low cost groceries would be needed or perhaps many have vegetable gardens to help get healthy food.  Most of the area are home owners and not renters.  Assistance with this map came from Peggy Robb. ","High Ridge Elementary in the Northwest SD has 48% free and reduced lunches.
Many families that live in this community will likely need help with healthcare, childcare, and maybe housing.  Accessible low cost groceries would be needed or perhaps many have vegetable gardens to help get healthy food.  Most of the area are home owners and not renters.  Assistance with this map came from Peggy Robb.
",High Ridge Elementary School,1,St. Louis
386,1719,https://districtr.org/COI/31464,coi,LWVTL - Cedar Springs Elementary,"Cedar Springs Elementary in the Northwest SD has 31% free and reduced lunches. Many families that live in this community will likely need help with healthcare, childcare, and maybe housing.  Accessible low cost groceries would be needed or perhaps many have vegetable gardens to help get healthy food.  Most of the area are home owners and not renters.  This elementary school has the lowest % of free and reduced lunches in the SD.  Assistance with this map came from Peggy Robb.","Cedar Springs Elementary in the Northwest SD has 31% free and reduced lunches.  Many families that live in this community will likely need help with healthcare, childcare, and maybe housing.  Accessible low cost groceries would be needed or perhaps many have vegetable gardens to help get healthy food.  Most of the area are home owners and not renters.  This elementary school has the lowest % of free and reduced lunches in the SD.  Assistance with this map came from Peggy Robb.
",Cedar Springs Elementary School,1,St. Louis
387,1720,https://districtr.org/COI/31465,coi,LWVSTL - Brennan Woods Elementary,"Brennan Woods Elementary in the Northwest SD has 42% fee and reduced lunches.  Many families that live in this community will likely need help with healthcare, childcare, and maybe housing.  Most of the area are home owners and not renters.   Assistance with this map came from Peggy Robb. ","Brennan Woods Elementary in the Northwest SD has 42% fee and reduced lunches.  Many families that live in this community will likely need help with healthcare, childcare, and maybe housing.  Most of the area are home owners and not renters.   Assistance with this map came from Peggy Robb.",Brennan Woods Elementary,1,St. Louis
388,1721,https://districtr.org/COI/31467,coi,LWVSTL - City of Festus and Festus SD,"Festus, MO sits near the Mississippi river and just west of Crystal City, MO.  Festus is a small city with a single high school whose boundaries extend much further than the town.  Both the city of Festus and the Festus school district are divided into two Senate districts - Dist 22 and Dist 3.  Assistance with this map came from Jess Shepherd. ","Festus, MO sits near the mississippi river and just west of Crystal City, MO.  Festus is a small city with a single high school whose boundaries extend much further than the city.  Both the city of Festus and the Festus school district are divided into two Senate districts - Dist 22 and Dist 3.  Assistance with this map came from Jess Shepherd.","Festus, MO and Festus HS",1,St. Louis
389,1722,https://districtr.org/COI/31468,coi,LWVSTL - Crystal City,"Crystal, MO is right against the Mississippi River.   It is a small town with only a single high school.  It is likely to have flooding issues within its boundaries.  Crystal City is mostly in Senate District 22, but a small portion is in Dist 3. Assistance with this map came from Jess Shepherd. ","Crystal, MO is right against the Mississippi River.   It is a small town with only a single high school.  It is likely to have flooding issues within its boundaries.  Crystal City is mostly in Senate District 22, but a small portion is in Dist 3. Assistance with this map came from Jess Shepherd.
","Crystal City, MO",1,St. Louis
390,1723,https://districtr.org/COI/31472,coi,North Central Columbia,We are a mixed race area with lots of students and working class people.  Many artisans and building trades. ,,North Central Columbia,1,Columbia
391,1724,https://districtr.org/COI/31477,coi,Bates County Missouri,"I-49 goes through the middle of the county and since there are many commuters (going to jobs in Butler, Rich Hill, or North into Cass County) the infrastructure leading to the Interstate is vitally important and needs to be maintained at a high level. The largest local employers are government/utilities and school districts. There are no charter schools, so a strong public education system is very important to this region. Access to quality healthcare is average for this type of region. There is a small hospital (60 beds) in Butler but the population is aging and requires a variety of services that aren't always offered with residents driving to KC. The internet service is spotty and a strong broadband system is needed for school children as well as for the small business community. ","I-49 goes through the middle of the county and since there are many commuters (going to jobs in Butler, Rich Hill, or North into Cass County) the infrastructure leading to the Interstate is vitally important and needs to be maintained at a high level. The largest local employers are government/utilities and school districts. There are no charter schools, so a strong public education system is very important to this region. Access to quality healthcare is average for this type of region. There is a small hospital (60 beds) in Butler but the population is aging and requires a variety of services that aren't always offered with residents driving to KC. The internet service is spotty and a strong broadband system is needed for school children as well as for the small business community. ",Bates County Missouri,1,Belton
392,1726,https://districtr.org/COI/31489,coi,Barton County,"I-49 goes through the middle of the county and since there are many commuters to the larger cities (Lamar/Nevada) the infrastructure leading to the Interstate is vitally important and needs to be maintained at a high level. The largest employers are government/school districts, healthcare/assistance followed by retail. There are no charter schools, so a strong public education system is very important to this region. Access to quality healthcare is average for this type of region. There is a small hospital (25 beds) in Lamar but the population is aging and requires a variety of services that aren't always offered with residents driving to Jasper or Greene counties. The internet service is spotty and a strong broadband system is needed for school children as well as for the small business community. ","I-49 goes through the middle of the county and since there are many commuters to the larger cities (Lamar/Nevada) the infrastructure leading to the Interstate is vitally important and needs to be maintained at a high level. The largest employers are government/school districts, healthcare/assistance followed by retail. There are no charter schools, so a strong public education system is very important to this region. Access to quality healthcare is average for this type of region. There is a small hospital (25 beds) in Lamar but the population is aging and requires a variety of services that aren't always offered with residents driving to Jasper or Greene counties. The internet service is spotty and a strong broadband system is needed for school children as well as for the small business community. ",Barton County ,1,Belton
393,1727,https://districtr.org/COI/31496,coi,Old Industrial,Mixture of single family homes. East north street is old industrial area. Still has Adient manufacturing.,Mixture of single family homes. East north street is old industrial area. Still has Adient manufacturing.,Old industrial,1,Eldon
394,1728,https://districtr.org/COI/31502,coi,LWVSTL - Eureka MO Flood Zone,Eureka has had recent (5 years) periodic flooding downtown due to many offshoots of the Meramec wandering through Eureka.  A Bond issue was passed to clean out these tributaries. The Meramec River starts and ends in Missouri.  This far from the Mississippi River usually means that if the Mississippi River is high that Eureka does not see the prolonged flooding that is experienced further downstream like in Arnold.  This is Dist 26 but a small portion of the City of Eureka is in Dist 15.  Assistance with this map was from Nancy Pawol. ,Eureka has had recent (5 years) periodic flooding downtown due to many offshoots of the Meramec wandering through Eureka.  A Bond issue was passed to clean out these tributaries. The Meramec River starts and ends in Missouri.  This far from the Mississippi River usually means that if the Mississippi River is high that Eureka does not see the prolonged flooding that is experienced further downstream like in Arnold.  This is Dist 26 but a small portion of the City of Eureka is in Dist 15.  Assistance with this map was from Nancy Pawol.,Eureka MO  Flood Zone,1,St. Louis
395,1729,https://districtr.org/COI/31503,coi,LWVSTL - Eureka MO commerce center,"EUREKA  is a city located close to the Meramec River and its 11 square miles has parts in 3 counties- St. Louis,  Franklin, and Jefferson.  The majority  of Eureka (west of the Meramec River)  is Senate District 26. District 26 serves part of Chesterfield, part of Ballwin, all Wildwood, Ellisville,and lots of small rural communities South of the Missouri River.The narrow strip of homes and 3 golf courses along Lewis Rd. just east of the Meramec River are served by Senate District 15.  These homes utilize Eureka as a commerce center and should be part of District 26.  Assistance with this map from Nancy Pawol.","EUREKA  is a city located close to the Meramec River and its 11 square miles has parts in 3 counties- St. Louis,  Franklin, and Jefferson.  The majority  of Eureka (west of the Meramec River)  is Senate District 26 
District 26 serves part of Chesterfield, part of Ballwin, all Wildwood, Ellisville,and lots of small rural communities South of the Missouri River.The narrow strip of homes and 3 golf courses along Lewis Rd. just east of the Meramec River are served by Senate District 15.  These homes utilize Eureka as a commerce center and should be part of District 26.  Assistance with this map from Nancy Pawol.","Eureka, MO",1,St. Louis
396,1730,https://districtr.org/COI/31504,coi,LWVSTL - Eureka Outdoors -Hike n Bike , Eureka Outdoors for hikers and bikers - Eureka has extensive trails for hiking and biking.  This community want to be able to enjoy a scenic view without the sites and sounds of urban hustle and bustle.  This community is broken between two Senate Dist - 15 and 26. Assistance with this map from Nancy Pawol.,Eureka has extensive trails for hiking and biking.  This community want to be able to enjoy a scenic view without the sites and sounds of urban hustle and bustle.  This community is broken between two Senate Dist - 15 and 26. Assistance with this map from Nancy Pawol. ,Eureka Outdoors for hikers and bikers,1,St. Louis
397,1732,https://districtr.org/COI/31507,coi,"LWVSTL - Eureka Tourism - 6flags, golf","Eureka Commercial Tourism - 6 flags, golf and strip malls - Eureka is set to be a center for tourism, but the destinations are split between two Senate Dist - 15 and 26.  With Six Flags and the shopping centers in one and the best golf courses in the other district.  Assistance with this map from Nancy Pawol. ","Eureka is set to be a center for tourism, but the destinations are split between two Senate Dist - 15 and 26.  With Six Flags and the shopping centers in one and the best golf courses in the other district.  Assistance with this map from Nancy Pawol.","Eureka Commercial Tourism - 6 flags, golf and strip malls",1,St. Louis
398,1731,https://districtr.org/COI/31508,coi,Henry County,"The infrastructure is not only important for commuters (Clinton, and KC Metro) but, also for the traffic heading to/from Truman Reservoir and Lake of the Ozarks. The largest employers are utilities, farming, followed by manufacturing and retail. There are no charter schools, so a strong public education system is very important to this region. Access to quality healthcare is slightly above average for this type of region. There is a medium-sized hospital (56 beds) in Clinton with some specialty care offered. Residents drive to KC metro for some care. The internet service is spotty and a strong broadband system is needed for school children as well as for the small business and farming community. Crime rates both property and violent are well above average for this type of population. ","The infrastructure is not only important for commuters (Clinton, and KC Metro) but, also for the traffic heading to/from Truman Reservoir and Lake of the Ozarks. The largest employers are utilities, farming, followed by manufacturing and retail. There are no charter schools, so a strong public education system is very important to this region. Access to quality healthcare is slightly above average for this type of region. There is a medium-sized hospital (56 beds) in Clinton with some specialty care offered. Residents drive to KC metro for some care. The internet service is spotty and a strong broadband system is needed for school children as well as for the small business and farming community. Crime rates both property and violent are well above average for this type of population. ",Henry County,1,Belton
399,1733,https://districtr.org/COI/31510,coi,Moving on up to the West side,Upper income neighborhood. New homes being built. Low crime. New Junior High in the north ,Upper income neighborhood. New homes being built. Low crime. New Junior High in the north ,Moving on up to the West side,1,Eldon
400,1734,https://districtr.org/COI/31515,coi,LWVSTL - Labadie Power Plant,"Labadie, MO and Labadie Power Plant - Labadie is an unincorporated town in Franklin County and is in District 26.  However, this area is  carved out to the northeast of Dist 26 and lies close to both Dist 2 and District 15.  Downtown Labadie is ½ block with 2 restaurants and a part-time outdoor breakfast /lunch venue. There is one grade school. The township is 88% white, with 52% white collar and 48% blue collar workers. There are 105 businesses with the Labadie Energy Center employing 250 persons. This is Ameren's largest coal-fired plant in Missouri. In 2019 a federal judge ordered Ameren to install scrubbers to reduce carbon emissions. Since 2009, the LEO (Labadie Environmental Organization)has focused on the coal ash landfills and residue issues, and contaminating the Missouri river. This has deeply divided the community. Since the Missouri River begins in Montana, the Labadie area is subject to flooding from weather thousands of miles away as well as locally.  The coal ash ponds are thus subject to flooding and St Louis residents are subject to the toxic water as well as the locals in Labadie. Assistance with this map from Nancy Pawol.","Labadie is an unincorporated town in Franklin County and is in District 26.  However, this area is  carved out to the northeast of Dist 26 and lies close to both Dist 2 and District 15.  Downtown Labadie is ½ block with 2 restaurants and a part-time outdoor breakfast /lunch venue. There is one grade school. The township is 88% white, with 52% white collar and 48% blue collar workers. There are 105 businesses with the Labadie Energy Center employing 250 persons. This is Ameren's largest coal-fired plant in Missouri. In 2019 a federal judge ordered Ameren to install scrubbers to reduce carbon emissions. Since 2009, the LEO (Labadie Environmental Organization)has focused on the coal ash landfills and residue issues, and contaminating the Missouri river. This has deeply divided the community. Since the Missouri River begins in Montana, the Labadie area is subject to flooding from weather thousands of miles away as well as locally.  The coal ash ponds are thus subject to flooding and St Louis residents are subject to the toxic water as well as the locals in Labadie. Assistance with this map from Nancy Pawol.","Labadie, MO and Labadie Power Plant",1,St. Louis
401,1735,https://districtr.org/COI/31516,coi,Other side of the tracks,"Mixture of homes from 1960s to 1908. Several old Victorians. This is old Eldon. Took a tough blow from the tornado from 2 years ago. Area includes a community pool, Main street, banks, nursing homes and the future section of the Rock Island bike trail. Several churches, playgrounds and banks. Also has city hall, fire dept and police department. Roads and sewers in bad shape.  ","Mixture of homes from 1960s to 1908. Several old Victorians. This is old Eldon. Took a tough blow from the tornado from 2 years ago. Area includes a community pool, Main street, banks, nursing homes and the future section of the Rock Island bike trail. Several churches, playgrounds and banks. Also has city hall, fire dept and police department. Roads and sewers in bad shape.  ",Other side of the tracks,1,Eldon
402,1737,https://districtr.org/COI/31517,coi,LWVSTL - Missouri U. of Science and Tech,MS&T is a community of students.  Students come from all over the nation to attend this school renowned for its engineering programs.  All these students want to have services to support their schooling.  Many students need housing off campus.  Some will need jobs as they go to school. ,MS&T is a community of students.  Students come from all over the nation to attend this school renowned for its engineering programs.  All these students want to have services to support their schooling.  Some need housing.  Some will need jobs as they go to school. ,Missouri University of Science and Technology,1,St. Louis
403,1739,https://districtr.org/COI/31520,coi,Land that forgot time,This area is primarily Mennonite farm country. Several turkey Cafos with cattle grazing and row crops of corn and soy beans.  Several different communities depending on which church you go to.,This area is primarily Mennonite farm country. Several turkey Cafos with cattle grazing and row crops of corn and soy beans.  Several different communities depending on which church you go to.,Land that forgot time,1,Eldon
404,1740,https://districtr.org/COI/31522,coi,LWVSTL - Cape Girardeau,"Cape Girardeau, MO  medical service area and university - Cape Girardeau is the biggest city in southeast MO.  Because it has a couple of hospitals, Cape is home to the medical service provider for a big area - the whole bootheel.  Cape Girardeau is also home to a university - Southeast MO University.   There is a single high school for this community. ","Cape Girardeau is the biggest city in southeast MO.  Because it has a couple of hospitals, Cape is home to the medical service provider for a big area - the whole bootheel.  Cape Girardeau is also home to a university - Southeast MO University.   There is a single high school for this community.","Cape Girardeau, MO medical service area and university",1,St. Louis
405,1741,https://districtr.org/COI/31524,coi,More livestock than people,This area consist of farmland that is mostly cattle and turkey CAFOs. Most of the residents work for the State and commute to Jefferson City.,This area consist of farmland that is mostly cattle and turkey CAFOs. Most of the residents work for the State and commute to Jefferson City.,More livestock than people,1,Eldon
406,1742,https://districtr.org/COI/31525,coi,LWVSTL - Jackson MO,"Jackson, MO - bedroom community Jackson has a small town feel and they are very proud they are not Cape Girardeau.  Compared to their close neighbor Cape, Jackson has little industry.  Jackson High School is bigger than the Cape HS because it draws from west into the county.  There is a huge rivalry with Cape.  Jackson is also the County seat. ","Jackson is a bedroom community.  It is has a small town feel and they are very proud they are not Cape Girardeau.  Compared to their close neighbor Cape, Jackson has little industry.  Jackson High School is bigger than the Cape HS because it draws from west into the county.  There is a huge rivalry with Cape.  Jackson is also the County seat.","Jackson, MO",1,St. Louis
407,1743,https://districtr.org/COI/31528,coi,LWSTL - Jackson School District,"Jackson School District - Even though Jackson MO is a smaller town in Missouri, it has a very large school district because it draws from a big area of Cape Girardeau County.  This community wants quality education for their kids to enable them to go anywhere in there future.  Sports are a large part of the school as is music. ","Even though Jackson MO is a smaller town in Missouri, it has a very large school district because it draws from a big area of Cape Girardeau County.  This community wants quality education for their kids to enable them to go anywhere in there future.  Sports are a large part of the school as is music.",Jackson School District,1,St. Louis
408,1744,https://districtr.org/COI/31529,coi,Farmland,Cattle and Turkey barns. Row crops along the river. Prone to flooding when Bagnell Dam opens the gates to prevent flooding the Lake.  There is a diverse divide between the haves and the have nots. Most shop in Eldon or Osage beach.,Cattle and Turkey barns. Row crops along the river. Prone to flooding when Bagnell Dam opens the gates to prevent flooding the Lake.  There is a diverse divide between the haves and the have nots. Most shop in Eldon or Osage beach.,Farmland,1,Eldon
417,1759,https://districtr.org/COI/31609,coi,Parkview High School Community SGF,This is the larger area of Parkview High School. Nearly all of the people in this area go or went to the high school and many of them stay in the area. There is a super nice park and pool around the high school that serves as a gathering area for family and community events. There is also public transportation to the area and in the center of town so a lot of accessibility to the area. It connects the eastern and western sides of the center of Springfield together. ,,Parkview High School Community Springfield,1,Springfield
418,1760,https://districtr.org/COI/31613,coi,Bevo/Carondelet/13th&14th Ward ,,"This community has a large working class population with a mixture of mixed-home, single homes. A lot of rehabbing and development is happening. 

We've  lost some metro lines so access to public transit is limited with walks up to a mile for the bus. 

Many languages are spoken like English, Spanish, and Bosnian. ",Bevo/Carondelet/13th&14th Ward ,1,St. Louis City
419,1761,https://districtr.org/COI/31638,coi,Emma's Map of Lake Lotawana,"This map includes restaurants, small grocery stores, elementary schools, and other places folks in Lake Lotawana visit on a regular basis. ","This map includes restaurants, small grocery stores, elementary schools, and other places folks in Lake Lotawana visit on a regular basis. ",Emma's Map of Lake Lotawana,1,Jackson
420,1762,https://districtr.org/COI/31642,coi,Map of Blue Springs / Lake Lotawana,"This is a larger map of how the communities of Lake Lotawana and Blue Springs interact. Blue Springs has larger restaurants, grocery stores, and big box stores where folks from Lake Lotawana regularly shop. This also includes Blue Springs South high school, where many residents of Lake Lotawana attend school.","This is a larger map of how the communities of Lake Lotawana and Blue Springs interact. Blue Springs has larger restaurants, grocery stores, and big box stores where folks from Lake Lotawana regularly shop. This also includes Blue Springs South high school, where many residents of Lake Lotawana attend school.",Emma's Map of Blue Springs / Lake Lotawana,1,Jackson
421,1763,https://districtr.org/COI/31643,coi,Lake Lotawana / Blue Springs / Lee's Sum,"This is a broad map of the general roadways folks in this part of the state travel daily -- this map encompasses the majority of shopping areas, residential areas, and schools folks in Lake Lotawana and Blue Springs regularly visit. ","This is a broad map of the general roadways folks in this part of the state travel daily -- this map encompasses the majority of shopping areas, residential areas, and schools folks in Lake Lotawana and Blue Springs regularly visit. ",Lake Lotawana / Blue Springs / Lee's Summit,1,Jackson
422,1764,https://districtr.org/COI/31647,coi,Lake Lotawana Proper,"This is the community of Lake Lotawana -- it's very tight knit, so this is just mostly the residential area plus some small stores/restaurants/bars that folks frequent.","This is the community of Lake Lotawana -- it's very tight knit, so this is just mostly the residential area plus some small stores/restaurants/bars that folks frequent.",Lake Lotawana Proper,1,Jackson
423,1765,https://districtr.org/COI/31661,coi,Derossett Springfield MO community map,"My home, many of my friends, my children's schools, church, work, and most of the places I go for shopping or entertainment are located in the map area, all primarily in central Springfield.  This area contains some of the most important cultural amenities, the two largest hospital systems, and some of the oldest neighborhoods in the city, many of which are historically strong or recently revitalizing.  Many of the city's most engaged neighborhood associations are active in this area. There are some significant social class distinctions, but there seems to be a fairly strong central city identity.  The population here is diverse.  ","My home, many of my friends, my children's schools, church, work, and most of the places I go for shopping or entertainment are located in the map area, all primarily in central Springfield.  This area contains some of the most important cultural amenities, the two largest hospital systems, and some of the oldest neighborhoods in the city, many of which are historically strong or recently revitalizing.  Many of the city's most engaged neighborhood associations are active in this area. There are some significant social class distinctions, but there seems to be a fairly strong central city identity.  The population here is diverse.   
 ",Community 1,1,Springfield
424,1768,https://districtr.org/COI/31682,coi,Sharon's Pleasant Valley/Claycomo map,Varied community--housing developments and commercial. Community takes care of one another. https://districtr.org/COI/31682,"This community encompasses a few smaller communities with their own governing bodies and culture. In Claycomo, the transition of who the trustees are on its governing body cause there to be changes to ordinances that are not always enforceable and not always well informed. Claycomo's funding relies a lot on the police who write speeding tickets along 435 and 35 and the Ford plant.
Pleasant Valley has a different governing body than Claycomo and a different feel as a community. Neighbors try to help each other, and the community support networks there have expanded during COVID. Pleasant Valley is also zone more commercially. ",Claycomo/Pleasant/Liberty,1,Pleasant Valley/Liberty
425,1772,https://districtr.org/COI/31708,coi,LWVSTL - Parkway High Schools,Parkway High Schools - There are 4 Parkway high schools  They are in three different Senate Districts. South HS is in Dist 15. West HS is in Dist 26.  Central HS and North HS are in Dist 24.  By breaking up the school district into so many Senate districts it makes the Parkway community have less influence with their legislator.  The Parkway SD community wants to have quality schools that  prepare their kids for a successful future as contributing citizens. ,There are 4 Parkway high schools  They are in three different Senate Districts. South HS is in Dist 15. West HS is in Dist 26.  Central HS and North HS are in Dist 24.  By breaking up the school district into so many Senate districts it makes the Parkway community have less influence with their legislator.  The Parkway SD community wants to have quality schools that  prepare their kids for a successful future as contributing citizens.,Parkway High Schools,1,St. Louis
426,1773,https://districtr.org/COI/31711,coi,LWVSTL - Hanna Woods and Sorrento Spring," Hanna Woods Elem and Sorrento Springs Elem in Parkway SD - Hanna Woods Elem and Sorrento Springs Elem in the Parkway school district have a free and reduced lunch rate of 33% which puts them at the highest rate in that school district.  More than for other Pkwy elem schools, a greater number of families in these school communities will need assistance with childcare expenses, housing allowances, and may suffer from periodic food scarcity.  These schools are partly in Senate Dist 15 and partly in Senate District 24.  The other lower income community for the Parkway SD is farther north in Dist 24 which splits the influence of  lower-income families.  This community wants equity in their schools when compared to the other schools around them. ","Hanna Woods Elem and Sorrento Springs Elem in the Parkway school district have a free and reduced lunch rate of 33% which puts them at the highest rate in that school district.  More than for other Pkwy elem schools, a greater number of families in these school communities will need assistance with childcare expenses, housing allowances, and may suffer from periodic food scarcity.  These schools are partly in Senate Dist 15 and partly in Senate District 24.  The other lower income community for the Parkway SD is farther north in Dist 24 which splits the influence of  lower-income families.  This community wants equity in their schools when compared to the other schools around them.",Hanna Woods Elem and Sorrento Springs Elem in Parkway SD,1,St. Louis
427,1776,https://districtr.org/COI/31714,coi,LWVSTL - Ross and Craig Elem - PkwaySD,"Ross Elementary and Craig Elementary schools in the Parkway school district have a free and reduced lunch rate of 30% which puts them near the highest in that school district.  More than for other Pkwy elem schools, a greater number of families in these school communities will need assistance with childcare expenses, housing allowances, and may suffer from periodic food scarcity.  The biggest renter density is along Page Ave and FeeFee Rd.  This community is in Dist 24 but the other lower income community for the Parkway SD is in Dist 15 which lessens the influence of these lower-income families.  This community wants equity in their schools when compared to the other schools around them. ","Ross Elementary and Craig Elementary schools in the Parkway school district have a free and reduced lunch rate of 30% which puts them near the highest in that school district.  More than for other Pkwy elem schools, a greater number of families in these school communities will need assistance with childcare expenses, housing allowances, and may suffer from periodic food scarcity.  The biggest renter density is along Page Ave and FeeFee Rd.  This community is in Dist 24 but the other lower income community for the Parkway SD is in Dist 15 which lessens the influence of these lower-income families.  This community wants equity in their schools when compared to the other schools around them.
",Ross and Craig Elementary School - Parkway SD,1,St. Louis
428,1785,https://districtr.org/COI/31731,coi,LWVSTL - Kirkwood ,"Kirkwood MO - Kirkwood is a suburb of St Louis along I44 mostly inside the I270 loop.  It has a downtown community that is walkable.  It has an area with box stores as well, that is located further south along Kirkwood Rd.  The community has a single high school and a community college.   People in this community want balance.  Most of this community is in Senate Dist 15, but a few are in Senate District 1. ","Kirkwood is a suburb of St Louis along I44 mostly inside the I270 loop.  It has a downtown community that is walkable.  It has an area with box stores as well, that is located further south along Kirkwood Rd.   The community has a single high school and a community college. People in this community want a balance.  Most of this community is in Senate Dist 15, but a few are in Senate District 1.
","Kirkwood, MO",1,St. Louis
429,1781,https://districtr.org/COI/31735,coi,Meacham Park - SD1 ,"After Kirkwood annexed this African-American community, residents have complained of discrimination and neglect. A TIF project in the 1990s took many homes for development of a retail complex with a popular Target store. Tensions grew after a resident shot and killed several people at Kirkwood city hall in 2008.  This area and This area and a small area west of Kirkwood Road are in SD1 and not SD15 with most of the rest of Kirkwood.","After Kirkwood annexed this African-American community, residents have complained of discrimination and neglect. A TIF project in the 1990s took many homes for development of a retail complex with a popular Target store. Tensions grew after a resident shot and killed several people at Kirkwood city hall in 2008.  This area and This area and a small area west of Kirkwood Road are in SD1 and not SD15 with most of the rest of Kirkwood.",Meacham Park - SD1,1,Webster Groves
430,1782,https://districtr.org/COI/31738,coi,Mary's Map of Edgerton and Ridgely ,"Rural area that has changed over the years. It was once dominated by large farms and was a mostly working class community. Over the years, it has changed from increasing housing construction and demographically to more affluent people. ","Edgerton has changed and altered over the 45 years you've been there--it went from big farms (200-500 acres) to smaller farms (5-20 acres). New houses being built that are big and abundant. This reflects a demographic change from working class to more affluent. This community is very conservative in ideological views. Not many kids live out here anymore. Sam Graves' brother lives up the road from me and buys up all the properties in the area that he can. A lot of evangelicals in this area. The roads are bad and they flood and internet access is poor; there is a high need for investment in infrastructure. Edgerton relies on schools in neighboring towns. 

N Barry Rd--House district 14--more Democrats and more liberal, lot of professionals. Couples in 40s to 60s and both work--kids in their teens and young adult. ",Edgerton/Ridgely,1,Edgerton
432,1796,https://districtr.org/COI/31744,coi, Transgender Community STL ,This map will show  important spaces for trans community in STL. Many of these are places where folks find others  like them. ,This map will show  important spaces for trans community in STL. Many of these are places where folks find others  like them. ,Important Spaces for Transgender Community in St. Louis,1,St Louis City  
433,1789,https://districtr.org/COI/31745,coi,Jon Stratton,"Residents in this community attend church, shop for groceries, go to the doctor, eat at restaurants, and send their kids to school within the community boundaries.  Community concerns include better access to transportation and safer roadways. ","Residents in this community attend church, shop for groceries, go to the doctor, eat at restaurants, and send their kids to school within the community boundaries.  Community concerns include better access to transportation and safer roadways. ",North City to South City Corridor ,1,
434,1793,https://districtr.org/COI/31750,coi,Darlene Steele ,A high density rental area with feeder elementary school to the area high school in close proximity to the only grocery store the Walmart Neighborhood Market. These is lots of foot traffic from neighbors walking to the store and unhoused folks. The park and pool are the   center of the neighborhood. ,A high density rental area with feeder elementary school to the area high school in close proximity to the only grocery store the Walmart Neighborhood Market. These is lots of foot traffic from neighbors walking to the store and unhoused folks. The park and pool are the   center of the neighborhood. ,Fassnight Park  Area,1,Springfield/Greene
435,1794,https://districtr.org/COI/31753,coi,J Ward's Affton/Shrewsbury/Mapelwood,,"A mix of rental properties and older single-family residences.  Age of community member head of household likely 35-75 yo. Likely even distribution or Hourly/Profesionals/Retired.
Area dependent of proximity to light rail and other public transportation..",J. Ward's Affton/Shrewsbury/Mapelwood,1,St. Louis
436,1790,https://districtr.org/COI/31755,coi,Florissant Community-Aaron,Map of my community,Black and white neighborhood with a growing number of Black residents. There are a number of black families in the area. The White residents have mostly been in this area for some time. There are new businesses popping up. ,Florissant Community,1,Florissant
437,1791,https://districtr.org/COI/31756,coi,Daniel R St Joseph MO Midtown Community ,Map of Midtown Community for St Joseph MO ,"Midtown St joseph has a large collection of historical properties and older homes that have not been taken care of over the years. Leading to blight and increased crime. This area has a large percentage of low income rentals and abandoned properties. Also, Midtown neighborhoods were also the worst affected by redlining in the 1930s and 1940s. ",St Joseph MO Midtown Community ,1,Buchanan
438,1795,https://districtr.org/COI/31757,coi,John Hickey map,John Hickey's community map,"Webster Groves School District in St. Louis County.  High percent of families send their children to the public school.  The community also shares critical infrastructure including Highway 44 and major arterials including Brentwood Blvd, Watson, and Big Bend Blvd.",Community 1,1,St. Louis County
439,1792,https://districtr.org/COI/31758,coi,Parkdale Riverside Map,A large exburb made up mostly of retired middle class and those who work at the industrial buildings along the river. Has a couple of trailer parks and winding streets.,A large exburb made up mostly of retired middle class and those who work at the industrial buildings along the river. Has a couple of trailer parks and winding streets.,Parkdale-Walden,1,Platte
440,1798,https://districtr.org/COI/31760,coi,Shrewsbury/WebsterGroves/RockHill,,"# small to medium middle class suburban communities who share a school district. There are few non-English speakers. There is diverse housing, from inexpensive to expensive. Some in the community, because of gentrification, are struggling to be able to afford to remain here. Many small businesses  and restaurants, a few larger stores. There is access to the MetroLink, but public transportation is spotty often causing long commutes and many transfers to get to outlying areas.",Shrewsbury/Webster Groves/ Rock Hill,1,Shrewsbury/St. Louis
441,1987,https://districtr.org/COI/31761,coi,LWVSTL - SD10 POET - Laddonia Biofuel,"POET - Laddonia Biofuel Plant - The POET plant buys grain (mostly corn, but some milo) from the region’s farmers.  This community is affected by grain prices and the policies (tariffs) that affect food commodity trading with other countries. This is a farming community.  Assistance with maps from Kenneth Dunlap ","The POET plant buys grain (mostly corn, but some milo) from the regions farmers.  This community is affected by grain prices and the policies (tariffs) that affect food commodity trading with other countries. This is a farming community.",POET - Laddonia Biofuel plant,1,
442,1799,https://districtr.org/COI/31762,coi,Margaret's Webster Groves Community Map,Map of my community and some of my concerns about it.,"Older residential neighborhood, many historic homes, has been home to working people and professionals, good schools that kids can walk to and nice parks. A community concern is that recent and planned development is designed to attract higher income people. New homes that are being built to replace modest ones are very large costing $600k+. This is happening throughout Webster including North Webster, a historic, predominately Black neighborhood, pushing home prices up and working people out. New business development, of which there is quite a bit, is also aimed at high income people. This is making my community of over 20 years, unaffordable for regular working families who have made Webster Groves their home for decades. 
",Middle of Webster Community,1,SAINT LOUIS
